Wall time,Step,Value
1706300624.9834075,1,0.22813832759857178
1706300624.987408,2,0.03429077938199043
1706300624.9914088,3,0.02466316521167755
1706300624.9936779,4,0.05288930982351303
1706300624.9976797,5,0.059472694993019104
1706300625.000679,6,0.03293033689260483
1706300625.0036857,7,0.007768061012029648
1706300625.0056896,8,0.005460937041789293
1706300625.008694,9,0.010832307860255241
1706300625.010694,10,0.014612935483455658
1706300625.0126934,11,0.010615503415465355
1706300625.0156925,12,0.0033123136963695288
1706300625.0177019,13,0.00044628061004914343
1706300625.0197074,14,0.00039582111639901996
1706300625.0212104,15,0.0006028704810887575
1706300625.0255258,16,0.0006970461690798402
1706300625.0285263,17,0.00044859747868031263
1706300625.0315254,18,0.00015529801021330059
1706300625.033527,19,0.00010673366341507062
1706300625.0365324,20,0.00013239282998256385
1706300625.0385306,21,0.00014425006520468742
1706300625.0405312,22,8.890909521142021e-05
1706300625.0446332,23,2.3653696189285256e-05
1706300625.0466344,24,6.036658760422142e-06
1706300625.0501432,25,6.182246124808444e-06
1706300625.0531425,26,8.601193258073181e-06
1706300625.0551434,27,9.467241397942416e-06
1706300625.0571423,28,5.869983397133183e-06
1706300625.0609334,29,1.6143110315169906e-06
1706300625.0639427,30,3.5202390336053213e-07
1706300625.0669432,31,3.1928351518217823e-07
1706300625.0709417,32,3.285160516952601e-07
1706300625.0742347,33,3.3503894769637554e-07
1706300625.0772355,34,2.476228360137611e-07
1706300625.0792363,35,9.314375404301245e-08
1706300625.0822372,36,1.728314025228883e-08
1706300625.0852368,37,9.643741805120953e-09
1706300625.087235,38,9.035407977364684e-09
1706300625.0892363,39,7.20258030995069e-09
1706300625.0912354,40,4.780137619064817e-09
1706300625.093235,41,2.1938972860624517e-09
1706300625.0982358,42,1.0006370176895985e-09
1706300625.1022353,43,7.656942857536819e-10
1706300625.105236,44,7.037281313237997e-10
1706300625.1072397,45,5.583046247537027e-10
1706300625.1102393,46,3.818482752215857e-10
1706300625.1132405,47,1.8731391437931677e-10
1706300625.1172392,48,6.272659475170528e-11
1706300625.1192408,49,2.9237431919959533e-11
1706300625.1217494,50,2.6336264766224637e-11
1706300625.1241512,51,2.3841269236601903e-11
1706300625.1281528,52,1.831151029418887e-11
1706300625.1321545,53,1.134574205419181e-11
1706300625.134154,54,4.5119168817775446e-12
1706300625.137153,55,1.3897637381188321e-12
1706300625.139152,56,9.519885964606734e-13
1706300625.1421523,57,8.878604232029352e-13
1706300625.145262,58,7.085210781791751e-13
1706300625.150261,59,4.743598634553148e-13
1706300625.1533813,60,2.1820948368535265e-13
1706300625.1555011,61,8.054804246553429e-14
1706300625.1585016,62,5.007450752875578e-14
1706300625.1595001,63,4.6001827428690176e-14
1706300625.161984,64,3.981425174899751e-14
1706300625.1639843,65,2.989808785746825e-14
1706300625.167458,66,1.729563351262134e-14
1706300625.169459,67,6.389496052340354e-15
1706300625.171502,68,1.7664832939714623e-15
1706300625.173994,69,1.2462276109548721e-15
1706300625.1760223,70,1.1740637919805948e-15
1706300625.1779952,71,9.532443143346484e-16
1706300625.1819944,72,6.597206636336356e-16
1706300625.1859968,73,3.2423124201694134e-16
1706300625.1889937,74,8.501520799081153e-17
1706300625.1909943,75,3.0606774542870594e-17
1706300625.1929948,76,1.3424678947773222e-17
1706300625.1959941,77,1.0254363666375934e-17
1706300625.1989944,78,1.6915143731911196e-17
1706300625.2019942,79,2.5023857964786843e-17
1706300625.2059991,80,3.909722766535579e-17
1706300625.2089984,81,1.1103419070227927e-17
1706300625.2119994,82,1.7879528792668394e-17
1706300625.215,83,1.769405670136053e-17
1706300625.2169995,84,1.7026414413550604e-17
1706300625.2190006,85,2.8856728373226855e-17
1706300625.222305,86,1.5558135739044478e-17
1706300625.2246442,87,3.448850816445534e-17
1706300625.226645,88,6.87433411145869e-18
1706300625.2286437,89,2.1006491538161778e-17
1706300625.2336442,90,7.31532725706786e-17
1706300625.2383714,91,3.134596960802758e-17
1706300625.2423766,92,1.5678179498260624e-17
1706300625.2463758,93,1.3243283202524018e-17
1706300625.2513757,94,1.9755732287704206e-14
1706300625.2553751,95,5.762370434126926e-17
1706300625.2586613,96,1.5329183726018376e-17
1706300625.2603748,97,1.5432202453866955e-17
1706300625.264377,98,2.858070482026281e-17
1706300625.2683766,99,1.4728905372933544e-17
1706300625.2723753,100,3.980933421981289e-17
