Wall time,Step,Value
1706300612.601318,1,0.9271594285964966
1706300612.604431,2,0.218952938914299
1706300612.6066198,3,0.07700443267822266
1706300612.6077528,4,0.03473351150751114
1706300612.6098466,5,0.02211497351527214
1706300612.6118486,6,0.018319303169846535
1706300612.6138465,7,0.01656029187142849
1706300612.6157632,8,0.015258481726050377
1706300612.617764,9,0.014115364290773869
1706300612.6197631,10,0.013073304668068886
1706300612.6210406,11,0.012116791680455208
1706300612.6235392,12,0.011237753555178642
1706300612.625538,13,0.01042969524860382
1706300612.626539,14,0.009686748497188091
1706300612.6295395,15,0.009003506042063236
1706300612.6315393,16,0.008374988101422787
1706300612.6335385,17,0.00779661163687706
1706300612.6361816,18,0.007264165673404932
1706300612.63769,19,0.006773784756660461
1706300612.6396892,20,0.006321922410279512
1706300612.64169,21,0.005905328784137964
1706300612.6445577,22,0.005521025508642197
1706300612.6465564,23,0.005166285205632448
1706300612.648555,24,0.004838612861931324
1706300612.6515553,25,0.00453572440892458
1706300612.6535554,26,0.004255531821399927
1706300612.654555,27,0.003996127750724554
1706300612.6565554,28,0.0037557678297162056
1706300612.658556,29,0.0035328594967722893
1706300612.6595554,30,0.003325949190184474
1706300612.6625547,31,0.0031337097752839327
1706300612.6675563,32,0.0029549302998930216
1706300612.6695554,33,0.0027885064482688904
1706300612.670555,34,0.0026334309950470924
1706300612.6725564,35,0.0024887851905077696
1706300612.6745553,36,0.002353732008486986
1706300612.6765544,37,0.0022275077644735575
1706300612.6785574,38,0.002109416527673602
1706300612.6825562,39,0.0019988236017525196
1706300612.6845558,40,0.0018951504025608301
1706300612.6855617,41,0.0017978687537834048
1706300612.6875608,42,0.0017064973944798112
1706300612.6895628,43,0.0016205963911488652
1706300612.6915612,44,0.0015397645765915513
1706300612.6925602,45,0.001463635009713471
1706300612.6945617,46,0.0013918724143877625
1706300612.697564,47,0.0013241700362414122
1706300612.6995618,48,0.0012602467322722077
1706300612.7018433,49,0.0011998452246189117
1706300612.702843,50,0.0011427294230088592
1706300612.7048435,51,0.0010886823292821646
1706300612.7078428,52,0.001037504756823182
1706300612.7098432,53,0.0009890133515000343
1706300612.7128434,54,0.0009430391364730895
1706300612.7158446,55,0.000899426348041743
1706300612.7188435,56,0.0008580310386605561
1706300612.7208436,57,0.0008187202620320022
1706300612.7218432,58,0.0007813707925379276
1706300612.7238429,59,0.0007458686013706028
1706300612.7248437,60,0.0007121076923795044
1706300612.725844,61,0.0006799895782023668
1706300612.7308457,62,0.0006494226981885731
1706300612.7358427,63,0.0006203217199072242
1706300612.737843,64,0.0005926069570705295
1706300612.7398431,65,0.0005662040784955025
1706300612.741843,66,0.0005410436424426734
1706300612.742843,67,0.0005170604563318193
1706300612.746995,68,0.0004941935185343027
1706300612.7499936,69,0.0004723855818156153
1706300612.753097,70,0.0004515829205047339
1706300612.7550983,71,0.0004317349521443248
1706300612.757099,72,0.00041279412107542157
1706300612.7590985,73,0.00039471554919146
1706300612.7610981,74,0.00037745703593827784
1706300612.7641003,75,0.0003609786508604884
1706300612.7670996,76,0.0003452427336014807
1706300612.7690992,77,0.0003302136901766062
1706300612.7700977,78,0.0003158578183501959
1706300612.772099,79,0.0003021432494278997
1706300612.7732136,80,0.00028903980273753405
1706300612.775216,81,0.000276518811006099
1706300612.7782164,82,0.0002645531785674393
1706300612.7812169,83,0.0002531171194277704
1706300612.7844973,84,0.00024218621547333896
1706300612.7855024,85,0.00023173721274361014
1706300612.7875082,86,0.00022174805053509772
1706300612.789507,87,0.0002121977595379576
1706300612.791508,88,0.00020306638907641172
1706300612.7935076,89,0.00019433494890108705
1706300612.7965088,90,0.00018598538008518517
1706300612.7995086,91,0.00017800048226490617
1706300612.8025777,92,0.0001703638699837029
1706300612.8045776,93,0.00016305994358845055
1706300612.8065777,94,0.00015607383102178574
1706300612.8075771,95,0.00014939137327019125
1706300612.8095772,96,0.00014299905160441995
1706300612.8125777,97,0.00013688398757949471
1706300612.8145828,98,0.00013103388482704759
1706300612.8165774,99,0.00012543704360723495
1706300612.8185763,100,0.00012008226622128859
