Wall time,Step,Value
1706302619.7690904,6,0.553581714630127
1706302619.7741883,7,0.4962126910686493
1706302619.8120518,12,0.3063335716724396
1706302619.830362,15,0.24041250348091125
1706302619.8373663,16,0.22324621677398682
1706302619.8546047,19,0.18192075192928314
1706302619.870604,21,0.16079995036125183
1706302619.8976038,25,0.1290297955274582
1706302619.9714417,37,0.07842173427343369
1706302619.9934573,41,0.0691927894949913
1706302620.0104425,43,0.06538422405719757
1706302620.0254424,45,0.06200829893350601
1706302620.0324836,46,0.06046288460493088
1706302620.0434828,48,0.05762362480163574
1706302620.0864408,54,0.050736650824546814
1706302620.0924394,55,0.049781493842601776
1706302620.0984402,56,0.04887206107378006
1706302620.1054382,57,0.04800545424222946
1706302620.11156,58,0.0471789687871933
1706302620.1750839,66,0.041746094822883606
1706302620.1940832,69,0.040132973343133926
1706302620.216088,72,0.03869425132870674
1706302620.2220836,73,0.03824855759739876
1706302620.2280846,74,0.03781827539205551
1706302620.233393,75,0.037402573972940445
1706302620.2637386,80,0.0355171263217926
1706302620.3179812,88,0.03302710875868797
1706302620.3239772,89,0.03275159373879433
1706302620.363508,95,0.031228739768266678
1706302620.413159,103,0.029475541785359383
1706302620.4289606,106,0.028881603851914406
1706302620.434965,107,0.028690120205283165
1706302620.4834747,114,0.02742881141602993
1706302620.5014744,117,0.02692534029483795
1706302620.5124757,119,0.026600440964102745
1706302620.5645761,127,0.025376057252287865
1706302620.581577,130,0.024944297969341278
1706302620.5875766,131,0.02480335533618927
1706302620.6436179,140,0.02359539084136486
1706302620.6600525,142,0.023340510204434395
1706302620.6660538,143,0.02321477420628071
1706302620.6710546,144,0.023090144619345665
1706302620.7130535,151,0.02224714867770672
1706302620.7487261,156,0.021674364805221558
1706302620.761724,158,0.02145162969827652
1706302620.7667246,159,0.021341579034924507
1706302620.7957387,163,0.020909873768687248
1706302620.8257682,168,0.020388584583997726
1706302620.8317742,169,0.020286673679947853
1706302620.8552828,172,0.01998547464609146
1706302620.893282,178,0.019402742385864258
1706302620.899284,179,0.019308079034090042
1706302620.9112833,181,0.019120793789625168
1706302620.9349682,184,0.01884487271308899
1706302620.9469678,186,0.01866418682038784
1706302620.9531963,187,0.018574800342321396
1706302620.9651964,189,0.018397919833660126
1706302620.9781957,191,0.018223514780402184
1706302620.9891958,192,0.01813722588121891
1706302621.0301962,199,0.01754976063966751
1706302621.0835443,207,0.016912175342440605
1706302621.0895436,208,0.016834896057844162
1706302621.0945437,209,0.016758136451244354
1706302621.122544,213,0.016456229612231255
1706302621.1882076,223,0.015735873952507973
1706302621.1942077,224,0.015666428953409195
1706302621.2059014,226,0.015528903342783451
