Wall time,Step,Value
1706300633.4532506,1,0.22813832759857178
1706300633.4572713,2,0.07828414440155029
1706300633.4622517,3,0.03491123393177986
1706300633.4683297,4,0.022198328748345375
1706300633.472328,5,0.017780493944883347
1706300633.4763284,6,0.0159421656280756
1706300633.4813945,7,0.014532661996781826
1706300633.4848611,8,0.013125933706760406
1706300633.488845,9,0.0116427605971694
1706300633.4929235,10,0.010744700208306313
1706300633.497943,11,0.009870264679193497
1706300633.505121,12,0.008313624188303947
1706300633.5101001,13,0.007124895229935646
1706300633.5153909,14,0.007058253046125174
1706300633.5194058,15,0.006275202613323927
1706300633.5235176,16,0.00698629766702652
1706300633.5285194,17,0.004888346418738365
1706300633.532562,18,0.0064947172068059444
1706300633.5365655,19,0.005799825303256512
1706300633.541567,20,0.0026046333368867636
1706300633.5466332,21,0.005564643070101738
1706300633.5556498,22,0.0017377760959789157
1706300633.5636327,23,8.218415314331651e-05
1706300633.5716305,24,0.00010964187094941735
1706300633.5758195,25,6.416091764549492e-06
1706300633.580818,26,5.675798092852347e-06
1706300633.585818,27,9.484238034929149e-07
1706300633.5908186,28,4.1085380075855937e-07
1706300633.594819,29,2.713242679419636e-07
1706300633.5998178,30,3.653753921639691e-08
1706300633.6050804,31,3.3970080082212917e-09
1706300633.6140816,32,1.6093749666268309e-09
1706300633.6200845,33,1.0597072525042606e-10
1706300633.6254475,34,2.0102667794286155e-11
1706300633.6304483,35,1.9762245225679598e-12
1706300633.6366494,36,7.724348233522499e-14
1706300633.6416502,37,6.045172077083797e-15
1706300633.64665,38,3.8712372951814876e-16
1706300633.6516485,39,5.653582286941912e-17
1706300633.6596496,40,3.7103765402494843e-17
1706300633.6636508,41,1.729006830763453e-17
1706300633.6706495,42,1.4192892335999182e-17
1706300633.6757033,43,1.7118168595817436e-17
1706300633.680704,44,2.847668189515059e-17
1706300633.6875775,45,8.401469168089801e-18
1706300633.6939447,46,3.143082179526327e-17
1706300633.7029462,47,1.4947016356851526e-17
1706300633.7089443,48,2.5918855807040643e-17
1706300633.712944,49,1.8137715022903346e-17
1706300633.7209506,50,1.7506475299490654e-17
1706300633.728173,51,5.191258965749081e-18
1706300633.7366843,52,9.460476246297553e-18
1706300633.7406843,53,1.1515266506953791e-17
1706300633.7460573,54,9.69972004050504e-18
1706300633.7520564,55,6.593798288253168e-18
1706300633.7570574,56,3.338596574342831e-17
1706300633.7610567,57,2.312064937856156e-17
1706300633.770058,58,1.6011455530141914e-17
1706300633.7740562,59,3.1370205999975385e-17
1706300633.7810564,60,1.4068406616893627e-17
1706300633.7880561,61,1.2420279852064383e-17
1706300633.795056,62,9.10384228827899e-18
1706300633.8010583,63,2.7688210026542595e-17
1706300633.8060575,64,1.401200282528486e-17
1706300633.813057,65,5.426699548936172e-17
1706300633.8190606,66,8.221884948382089e-18
1706300633.823904,67,1.2038272128755757e-17
1706300633.8294234,68,1.0848190837863465e-17
1706300633.8350203,69,1.9990970171936552e-17
1706300633.8390207,70,1.3197906555661197e-17
1706300633.8431888,71,8.403573515568136e-18
1706300633.8526034,72,1.5489511181065854e-17
1706300633.86095,73,4.028264696631573e-17
1706300633.8669505,74,1.733504873498394e-17
1706300633.8719506,75,4.0365867953383466e-17
1706300633.8772283,76,1.6534938435157322e-17
1706300633.8812273,77,1.801987156411659e-17
1706300633.8862286,78,1.3162677760553176e-17
1706300633.8902285,79,1.8466454796305395e-17
1706300633.9013534,80,3.40425949485627e-17
1706300633.9083517,81,1.3242514751734957e-17
1706300633.92036,82,2.79098084039231e-17
1706300633.9246356,83,1.8292038801064914e-17
1706300633.9341476,84,1.2755809123934268e-17
1706300633.9421465,85,1.3785913684358805e-17
1706300633.9471476,86,7.076301838542087e-18
1706300633.9541464,87,1.9414643660668805e-17
1706300633.9581456,88,1.6611144930630608e-17
1706300633.962696,89,2.4342636680041247e-17
1706300633.9671464,90,5.760517549554807e-17
1706300633.9715931,91,1.5568473842340166e-17
1706300633.9807644,92,3.211591924835929e-17
1706300633.9867644,93,1.4997744035096953e-17
1706300633.9938574,94,1.2734213092501734e-17
1706300633.9998987,95,4.114600845886183e-17
1706300634.0079002,96,1.701208929970241e-17
1706300634.0138981,97,7.991257894615567e-18
1706300634.0189025,98,4.918848537700668e-18
1706300634.0247617,99,1.079179697242205e-17
1706300634.0287614,100,5.71784090292942e-18
